EXPERIMENT,DEVICES,CLOUDS,MAX_QUEUE_SIZE,AVG_QUEUE_SIZE,TOTAL_JOBS,AVG_JOBS_DEVICE,MAX_JOBS_DEVICES,AVG_JOBS_CLOUD,MAX_JOBS_CLOUD,DEVICES_WITH_1+JOB,EXECUTION_TIME_AVG,EXECUTION_TIME_MAX,EXECUTION_TIME_MIN,EXECUTION_TIME_DEVICE_AVG,EXECUTION_TIME_DEVICE_MAX,EXECUTION_TIME_DEVICE_MIN,EXECUTION_TIME_CLOUD_AVG,EXECUTION_TIME_CLOUD_MAX,EXECUTION_TIME_CLOUD_MIN,AVG_EXPERIMENT_TIME,MAX_EXPERIMENT_TIME
Single_MultiDeviceSchedulerLocalRemoteRandom08/0,4.0,0.0,1.0,0.75,12.0,3.0,12.0,0.0,0.0,4.0,10086.46114996115,15146.333333333334,8690.0,10086.46114996115,15146.333333333334,8690.0,0.0,0.0,0.0,150956.08333333334,222818.0
Single_MultiDeviceSchedulerLocalRemoteRandom01/0,2.0,0.0,9.0,4.5,107.33333333333333,53.666666666666664,107.33333333333333,0.0,0.0,2.0,548560.0523742094,1146853.3333333333,9886.333333333334,548560.0523742094,1146853.3333333333,9886.333333333334,0.0,0.0,0.0,1383700.8333333333,1383767.6666666667
Single_MultiDeviceSchedulerLocalRemoteRandom07/0,4.0,0.0,2.0,1.0,20.0,5.0,20.0,0.0,0.0,4.0,11539.66984126984,24068.666666666668,8681.0,11539.66984126984,24068.666666666668,8681.0,0.0,0.0,0.0,186311.86111111112,219574.66666666666
SingleDeviceSchedulerCloud08/0,2.0,1.0,1.0,0.3333333333333333,39.333333333333336,9.833333333333334,12.666666666666666,19.666666666666668,19.666666666666668,3.0,1236.372878972879,2349.3333333333335,696.6666666666666,1343.7122285122284,2349.3333333333335,979.3333333333334,1021.6941798941798,2063.3333333333335,696.6666666666666,215528.1111111111,227559.0
MultiDeviceSchedulerLocalRemoteRoundRobin15/0,8.0,0.0,7.666666666666667,5.416666666666667,192.0,24.0,31.333333333333332,0.0,0.0,8.0,43770.08089752381,122666.66666666667,9086.0,43770.08089752381,122666.66666666667,9086.0,0.0,0.0,0.0,319893.2083333333,354834.3333333333
SingleDeviceSchedulerLocal02/0,1.0,0.0,9.0,9.0,46.0,46.0,46.0,0.0,0.0,1.0,183955.09240337939,360613.3333333333,11197.666666666666,183955.09240337939,360613.3333333333,11197.666666666666,0.0,0.0,0.0,591962.6666666666,591962.6666666666
MultiDeviceSchedulerLocalRemoteRoundRobin04/0,2.0,0.0,1.6666666666666667,1.5,32.333333333333336,16.166666666666668,18.666666666666668,0.0,0.0,2.0,12235.70864661654,23145.333333333332,8911.0,12235.70864661654,23145.333333333332,8911.0,0.0,0.0,0.0,254553.33333333334,256935.0
Single_MultiDeviceSchedulerLocalRemoteRandom15/0,8.0,0.0,1.0,0.8333333333333334,27.333333333333332,3.4166666666666665,27.333333333333332,0.0,0.0,8.0,9945.799466234248,17504.333333333332,8693.666666666666,9945.799466234248,17504.333333333332,8693.666666666666,0.0,0.0,0.0,157537.94444444447,213973.33333333334
MultiDeviceSchedulerLocalRemoteRoundRobin09/0,6.0,0.0,97.0,89.72222222222223,694.0,115.66666666666667,125.66666666666667,0.0,0.0,6.0,631455.7411578299,1451557.6666666667,9973.0,631455.7411578299,1451557.6666666667,9973.0,0.0,0.0,0.0,1664436.5555555553,1688108.6666666667
SingleDeviceSchedulerCloud18/0,8.0,1.0,99.0,11.0,780.0,48.75,55.666666666666664,390.0,390.0,9.0,85984.81692650249,168868.33333333334,1990.0,85992.91164466635,168868.33333333334,2243.6666666666665,85920.05918119145,168532.33333333334,1990.0,396451.81481481483,408276.0
SingleDeviceSchedulerCloud09/0,4.0,1.0,2.3333333333333335,0.4666666666666666,100.66666666666667,12.583333333333334,16.333333333333332,50.333333333333336,50.333333333333336,5.0,1523.4957399136965,3467.0,510.0,1593.1996696386402,3467.0,783.6666666666666,1244.6800210139218,3169.3333333333335,510.0,199273.2666666667,223263.0
Single_MultiDeviceSchedulerLocalRemoteRoundRobin12/0,6.0,0.0,1.0,1.0,12.666666666666666,2.111111111111111,12.666666666666666,0.0,0.0,6.0,9511.945075757576,10445.0,8847.0,9511.945075757576,10445.0,8847.0,0.0,0.0,0.0,136353.1111111111,233748.33333333334
Single_EstimatedTimeScheduler18/0,8.0,0.0,4.333333333333333,2.3333333333333335,58.0,7.25,58.0,0.0,0.0,8.0,17101.96310832025,49311.0,9006.0,17101.96310832025,49311.0,9006.0,0.0,0.0,0.0,133550.16666666666,250762.66666666666
Single_MultiDeviceSchedulerLocalRemoteRoundRobin15/0,8.0,0.0,1.0,1.0,27.0,3.375,27.0,0.0,0.0,8.0,9383.329583333334,10890.0,8715.0,9383.329583333334,10890.0,8715.0,0.0,0.0,0.0,168999.54166666666,220406.66666666666
MultiDeviceSchedulerLocalRemoteRandom08/0,4.0,0.0,4.666666666666667,3.0,54.666666666666664,13.666666666666666,16.666666666666668,0.0,0.0,4.0,21382.28180189908,53141.666666666664,9043.666666666666,21382.28180189908,53141.666666666664,9043.666666666666,0.0,0.0,0.0,232085.33333333334,256362.66666666666
EstimatedTimeScheduler06/0,2.0,0.0,9.0,9.0,98.66666666666667,49.333333333333336,50.333333333333336,0.0,0.0,2.0,177404.29144539547,377728.6666666667,9522.666666666666,177404.29144539547,377728.6666666667,9522.666666666666,0.0,0.0,0.0,600249.5,609168.3333333334
MultiDeviceSchedulerLocalRemoteRandom14/0,8.0,0.0,9.0,8.0,400.0,50.0,59.0,0.0,0.0,8.0,225826.48309157236,566619.0,8733.0,225826.48309157236,566619.0,8733.0,0.0,0.0,0.0,785569.375,805576.0

Single_EstimatedTimeSchedulerCloud05/0,1.3333333333333333,0.6666666666666666,5.666666666666667,4.444444444444444,137.66666666666666,38.0,76.0,61.666666666666664,61.666666666666664,2.0,4482.317079661925,71660.66666666667,617.3333333333334,7904.913066913067,71660.66666666667,794.3333333333334,1059.721092410784,3165.0,617.3333333333334,117575.33333333333,155577.66666666666
SingleDeviceSchedulerCloud20/0,8.0,1.0,2.6666666666666665,0.2962962962962963,188.0,11.75,15.666666666666666,94.0,94.0,9.0,1665.8354524233148,3436.6666666666665,764.0,1705.0716705169832,3436.6666666666665,1116.0,1351.9457076739684,3009.0,764.0,206793.0,235407.33333333334
EstimatedTimeScheduler07/0,2.0,0.0,4.333333333333333,4.0,44.333333333333336,22.166666666666668,26.333333333333332,0.0,0.0,2.0,20981.786090811413,48514.0,8854.333333333334,20981.786090811413,48514.0,8854.333333333334,0.0,0.0,0.0,272154.8333333333,277795.3333333333
EstimatedTimeScheduler16/0,6.0,0.0,6.333333333333333,2.7222222222222228,66.66666666666667,11.111111111111109,14.0,0.0,0.0,6.0,32045.809158434156,421436.6666666667,8897.666666666666,32045.809158434156,421436.6666666667,8897.666666666666,0.0,0.0,0.0,470669.1666666667,1199571.0
Single_MultiDeviceSchedulerLocalRemoteRandom14/0,8.0,0.0,2.0,1.0416666666666667,50.333333333333336,6.291666666666667,50.333333333333336,0.0,0.0,8.0,11245.313066893423,23067.333333333332,8778.0,11245.313066893423,23067.333333333332,8778.0,0.0,0.0,0.0,193437.90476190476,248114.0
MultiDeviceSchedulerLocalRemoteRandom04/0,2.0,0.0,1.0,0.8333333333333334,18.0,9.0,10.0,0.0,0.0,2.0,10245.73234126984,15848.0,8647.0,10245.73234126984,15848.0,8647.0,0.0,0.0,0.0,230671.66666666666,238181.33333333334
EstimatedTimeScheduler10/2,4.0,0.0,99.0,99.0,278.6666666666667,69.66666666666667,91.0,0.0,0.0,4.0,627594.2302915413,1542845.3333333333,20302.333333333332,627594.2302915413,1542845.3333333333,20302.333333333332,0.0,0.0,0.0,1451659.0,1749310.3333333333
EstimatedTimeScheduler10/1,4.0,0.0,99.0,98.58333333333333,119.33333333333333,29.833333333333332,35.0,0.0,0.0,4.0,259792.82153336014,502483.0,19897.0,259792.82153336014,502483.0,19897.0,0.0,0.0,0.0,547809.6666666666,568230.3333333334
EstimatedTimeScheduler10/0,4.0,0.0,99.0,84.0,195.66666666666666,48.916666666666664,68.66666666666667,0.0,0.0,4.0,472137.50587621244,1539397.6666666667,19973.0,472137.50587621244,1539397.6666666667,19973.0,0.0,0.0,0.0,1154736.6666666667,1747898.3333333333
EstimatedTimeScheduler05/0,2.0,0.0,91.0,50.0,220.0,110.0,115.0,0.0,0.0,2.0,522966.1757774346,1089270.3333333333,9920.666666666666,522966.1757774346,1089270.3333333333,9920.666666666666,0.0,0.0,0.0,1320661.1666666667,1325178.6666666667
SingleDeviceSchedulerCloud10/0,4.0,1.0,99.0,19.8,941.3333333333334,117.66666666666667,133.66666666666666,470.6666666666667,470.6666666666667,5.0,126732.71751488147,249571.0,2030.0,126770.27147596261,249571.0,2309.6666666666665,126582.50167055691,249279.66666666666,2030.0,482983.3333333333,487035.0
EstimatedTimeScheduler15/0,6.0,0.0,6.0,4.722222222222222,133.66666666666666,22.277777777777775,29.333333333333332,0.0,0.0,6.0,23290.527835810408,73267.33333333333,6053.666666666667,23290.527835810408,73267.33333333333,6053.666666666667,0.0,0.0,0.0,245902.38888888888,265015.0
SingleDeviceSchedulerCloud07/0,2.0,1.0,2.0,0.6666666666666666,119.33333333333333,29.833333333333332,31.0,59.666666666666664,59.666666666666664,3.0,1416.3150074461964,2916.6666666666665,705.6666666666666,1523.2896431992338,2916.6666666666665,1015.0,1202.3657359401218,2680.3333333333335,705.6666666666666,227248.33333333334,230583.66666666666
MultiDeviceSchedulerLocalRemoteRandom16/0,8.0,0.0,3.3333333333333335,1.75,98.66666666666667,12.333333333333334,16.666666666666668,0.0,0.0,8.0,15221.092842489074,49851.333333333336,8181.0,15221.092842489074,49851.333333333336,8181.0,0.0,0.0,0.0,242563.54166666666,270244.3333333333
Single_MultiDeviceSchedulerLocalRemoteRoundRobin02/0,2.0,0.0,8.666666666666666,6.833333333333333,54.333333333333336,27.166666666666668,54.333333333333336,0.0,0.0,2.0,58057.44797656414,172033.0,9346.333333333334,58057.44797656414,172033.0,9346.333333333334,0.0,0.0,0.0,391495.8333333333,393317.6666666667
Single_MultiDeviceSchedulerLocalRemoteRandom13/0,8.0,0.0,5.333333333333333,2.4166666666666665,119.33333333333333,14.916666666666666,119.33333333333333,0.0,0.0,8.0,21443.164234093918,80442.0,9015.0,21443.164234093918,80442.0,9015.0,0.0,0.0,0.0,247062.33333333334,304244.3333333333
