EXPERIMENT,DEVICES,CLOUDS,MAX_QUEUE_SIZE,AVG_QUEUE_SIZE,TOTAL_JOBS,AVG_JOBS_DEVICE,MAX_JOBS_DEVICES,AVG_JOBS_CLOUD,MAX_JOBS_CLOUD,DEVICES_WITH_1+JOB,EXECUTION_TIME_AVG,EXECUTION_TIME_MAX,EXECUTION_TIME_MIN,EXECUTION_TIME_DEVICE_AVG,EXECUTION_TIME_DEVICE_MAX,EXECUTION_TIME_DEVICE_MIN,EXECUTION_TIME_CLOUD_AVG,EXECUTION_TIME_CLOUD_MAX,EXECUTION_TIME_CLOUD_MIN,AVG_EXPERIMENT_TIME,MAX_EXPERIMENT_TIME
SingleDeviceSchedulerCloud04/0/1,1,1,1,0.5,26,13.0,13,13,13,2,1284.5,2694,704,1500.8461538461538,2694,993,1068.1538461538462,2281,704,214856.0,215030
SingleDeviceSchedulerCloud04/0/0,1,1,1,0.5,32,16.0,16,16,16,2,1267.59375,2546,716,1462.9375,2546,985,1072.25,2169,716,212694.5,212843
MultiDeviceSchedulerLocalRemoteRoundRobin16/0/2,8,0,3,2.0,85,10.625,20,0,0,8,15439.824107142857,34926,7538,15439.824107142857,34926,7538,0,0,0,231850.25,261052
MultiDeviceSchedulerLocalRemoteRoundRobin16/0/1,8,0,4,2.0,89,11.125,16,0,0,8,14548.914409722222,44035,7084,14548.914409722222,44035,7084,0,0,0,225101.25,245262
MultiDeviceSchedulerLocalRemoteRoundRobin16/0/0,8,0,4,2.625,83,10.375,12,0,0,8,17733.774463383837,43395,8892,17733.774463383837,43395,8892,0,0,0,216843.875,237489
MultiDeviceSchedulerLocalRemoteRoundRobin14/0/2,8,0,9,9.0,352,44.0,54,0,0,8,152592.5680402119,379864,9402,152592.5680402119,379864,9402,0,0,0,591364.625,613893
MultiDeviceSchedulerLocalRemoteRoundRobin14/0/1,8,0,9,9.0,376,47.0,57,0,0,8,178554.9691650548,455809,9666,178554.9691650548,455809,9666,0,0,0,645407.75,693009
MultiDeviceSchedulerLocalRemoteRoundRobin14/0/0,8,0,9,9.0,382,47.75,67,0,0,8,181347.53765472618,498000,9076,181347.53765472618,498000,9076,0,0,0,690153.5,725996
Single_EstimatedTimeScheduler20/0/2,8,0,2,1.125,17,2.125,17,0,0,8,12202.529411764706,18502,8847,12202.529411764706,18502,8847,0,0,0,40204.875,232941
Single_EstimatedTimeScheduler20/0/1,8,0,1,1.0,15,1.875,15,0,0,8,11995.933333333332,16888,8837,11995.933333333332,16888,8837,0,0,0,49260.25,211246
Single_EstimatedTimeScheduler20/0/0,8,0,1,1.0,15,1.875,15,0,0,8,11625.466666666667,16893,8922,11625.466666666667,16893,8922,0,0,0,47094.25,230519
SingleDeviceSchedulerCloud05/0/2,2,1,9,3.0,486,121.5,123,243,243,3,12869.649774164407,32573,1040,12975.252439024389,32573,1304,12658.444444444445,32288,1040,263407.0,264003
SingleDeviceSchedulerCloud05/0/1,2,1,9,3.0,494,123.5,135,247,247,3,11095.455812876207,24599,2208,11194.979265873015,24599,2567,10896.40890688259,24367,2208,256202.33333333334,257157
SingleDeviceSchedulerCloud05/0/0,2,1,9,3.0,490,122.5,126,245,245,3,7127.659828375795,19118,1037,7229.363211951448,19118,1284,6924.25306122449,18952,1037,254680.66666666666,255669
SingleDeviceSchedulerRemote03/0/2,2,0,9,4.5,28,14.0,28,0,0,2,49438.17857142857,126495,10467,49438.17857142857,126495,10467,0,0,0,362312.0,362396
SingleDeviceSchedulerRemote03/0/1,2,0,2,1.0,22,11.0,22,0,0,2,18327.5,30329,9483,18327.5,30329,9483,0,0,0,267530.0,267576
SingleDeviceSchedulerRemote03/0/0,2,0,3,1.5,19,9.5,19,0,0,2,13867.578947368422,32668,8808,13867.578947368422,32668,8808,0,0,0,244625.5,244775
Single_EstimatedTimeScheduler14/0/2,6,0,5,2.6666666666666665,51,8.5,51,0,0,6,17031.70588235294,47705,8817,17031.70588235294,47705,8817,0,0,0,148340.16666666666,247155
Single_EstimatedTimeScheduler14/0/1,6,0,3,1.8333333333333333,49,8.166666666666666,49,0,0,6,15209.0,34937,8833,15209.0,34937,8833,0,0,0,125389.5,254275
Single_EstimatedTimeScheduler14/0/0,6,0,5,2.3333333333333335,46,7.666666666666667,46,0,0,6,16581.304347826088,54240,8830,16581.304347826088,54240,8830,0,0,0,117118.66666666667,257222
MultiDeviceSchedulerLocalRemoteRoundRobin11/0/2,6,0,3,2.3333333333333335,97,16.166666666666668,22,0,0,6,15835.76442621706,32502,8966,15835.76442621706,32502,8966,0,0,0,197962.0,238885
MultiDeviceSchedulerLocalRemoteRoundRobin11/0/1,6,0,4,2.8333333333333335,136,22.666666666666668,27,0,0,6,22202.407747181616,55044,9067,22202.407747181616,55044,9067,0,0,0,258080.16666666666,281718
MultiDeviceSchedulerLocalRemoteRoundRobin11/0/0,6,0,4,2.8333333333333335,135,22.5,26,0,0,6,19665.067172242365,39328,8775,19665.067172242365,39328,8775,0,0,0,238852.5,245712
Single_MultiDeviceSchedulerLocalRemoteRandom04/0/2,2,0,2,1.0,13,6.5,13,0,0,2,12527.538461538461,23520,8938,12527.538461538461,23520,8938,0,0,0,190111.5,190220
Single_MultiDeviceSchedulerLocalRemoteRandom04/0/1,2,0,2,1.0,10,5.0,10,0,0,2,12058.4,21061,8809,12058.4,21061,8809,0,0,0,165054.5,165208
Single_MultiDeviceSchedulerLocalRemoteRandom04/0/0,2,0,1,0.5,7,3.5,7,0,0,2,9133.714285714286,10484,8622,9133.714285714286,10484,8622,0,0,0,184771.0,184977
Single_MultiDeviceSchedulerLocalRemoteRandom10/0/2,6,0,2,1.3333333333333333,45,7.5,45,0,0,6,12347.822222222223,26722,8646,12347.822222222223,26722,8646,0,0,0,233760.4,251036
Single_MultiDeviceSchedulerLocalRemoteRandom10/0/1,6,0,2,1.3333333333333333,51,8.5,51,0,0,6,12259.666666666666,23547,8747,12259.666666666666,23547,8747,0,0,0,204092.6,245504
Single_MultiDeviceSchedulerLocalRemoteRandom10/0/0,6,0,3,1.5,60,10.0,60,0,0,6,12801.4,35380,8599,12801.4,35380,8599,0,0,0,206911.2,242711
Single_MultiDeviceSchedulerLocalRemoteRandom03/0/2,2,0,9,4.5,26,13.0,26,0,0,2,58566.230769230766,136870,11540,58566.230769230766,136870,11540,0,0,0,359623.0,359888
Single_MultiDeviceSchedulerLocalRemoteRandom03/0/1,2,0,6,3.0,25,12.5,25,0,0,2,35927.12,85377,9496,35927.12,85377,9496,0,0,0,315859.0,315983
Single_MultiDeviceSchedulerLocalRemoteRandom03/0/0,2,0,4,2.0,18,9.0,18,0,0,2,20830.61111111111,44233,9094,20830.61111111111,44233,9094,0,0,0,227874.0,227934
MultiDeviceSchedulerLocalRemoteRoundRobin03/0/2,2,0,4,3.5,39,19.5,20,0,0,2,20779.938157894736,53643,8936,20779.938157894736,53643,8936,0,0,0,268494.0,271343
MultiDeviceSchedulerLocalRemoteRoundRobin03/0/1,2,0,9,8.0,53,26.5,28,0,0,2,51886.67785714286,128816,9131,51886.67785714286,128816,9131,0,0,0,346045.0,356890
MultiDeviceSchedulerLocalRemoteRoundRobin03/0/0,2,0,5,4.5,46,23.0,25,0,0,2,28547.9,75777,9325,28547.9,75777,9325,0,0,0,276618.5,276741
Single_MultiDeviceSchedulerLocalRemoteRandom06/0/2,4,0,3,1.75,51,12.75,51,0,0,4,19178.49019607843,47893,9086,19178.49019607843,47893,9086,0,0,0,240759.5,266114
Single_MultiDeviceSchedulerLocalRemoteRandom06/0/1,4,0,4,2.0,53,13.25,53,0,0,4,15422.075471698114,44887,8675,15422.075471698114,44887,8675,0,0,0,254308.33333333334,266084
Single_MultiDeviceSchedulerLocalRemoteRandom06/0/0,4,0,4,2.75,49,12.25,49,0,0,4,16080.265306122448,41090,7883,16080.265306122448,41090,7883,0,0,0,224325.66666666666,245416
SingleDeviceSchedulerCloud11/0/2,4,1,9,1.8,368,46.0,51,184,184,5,4982.037365119961,14879,1033,5053.442086834734,14879,1260,4696.41847826087,14417,1033,238326.2,241786
SingleDeviceSchedulerCloud11/0/1,4,1,9,1.8,402,50.25,55,201,201,5,4146.816858891556,14798,886,4225.613113415439,14798,1153,3831.63184079602,14458,886,234603.6,241129
SingleDeviceSchedulerCloud11/0/0,4,1,9,1.8,374,46.75,49,187,187,5,4537.702482899057,13693,1026,4604.602702554303,13693,1181,4270.101604278075,13374,1026,233564.2,237074
Single_MultiDeviceSchedulerLocalRemoteRandom11/0/2,6,0,1,0.8333333333333334,19,3.1666666666666665,19,0,0,6,10044.157894736842,14736,8785,10044.157894736842,14736,8785,0,0,0,153303.4,232387
Single_MultiDeviceSchedulerLocalRemoteRandom11/0/1,6,0,1,0.8333333333333334,19,3.1666666666666665,19,0,0,6,9520.315789473685,11531,8797,9520.315789473685,11531,8797,0,0,0,169845.4,222317
Single_MultiDeviceSchedulerLocalRemoteRandom11/0/0,6,0,1,0.6666666666666666,20,3.3333333333333335,20,0,0,6,10188.35,17101,8739,10188.35,17101,8739,0,0,0,159858.25,236999
EstimatedTimeScheduler20/0/2,8,0,3,2.0,105,13.125,19,0,0,8,13837.157901186789,36507,8845,13837.157901186789,36507,8845,0,0,0,225372.375,250591
EstimatedTimeScheduler20/0/1,8,0,5,2.875,106,13.25,18,0,0,8,15593.721775793652,53852,8999,15593.721775793652,53852,8999,0,0,0,220413.375,250795
EstimatedTimeScheduler20/0/0,8,0,5,3.375,109,13.625,20,0,0,8,18812.987740721288,52550,7402,18812.987740721288,52550,7402,0,0,0,225193.0,253804
MultiDeviceSchedulerLocalRemoteRoundRobin13/0/2,8,0,99,99.0,987,123.375,153,0,0,8,685492.908595271,1505543,9865,685492.908595271,1505543,9865,0,0,0,1714067.125,1751477
MultiDeviceSchedulerLocalRemoteRoundRobin13/0/1,8,0,99,98.875,993,124.125,148,0,0,8,666597.4876544477,1508754,10054,666597.4876544477,1508754,10054,0,0,0,1725933.0,1751521
MultiDeviceSchedulerLocalRemoteRoundRobin13/0/0,8,0,99,97.5,965,120.625,138,0,0,8,580534.836709577,1531526,9733,580534.836709577,1531526,9733,0,0,0,1750360.25,1753049
MultiDeviceSchedulerLocalRemoteRandom01/0/2,2,0,99,49.5,132,66.0,82,0,0,2,811226.601707317,1610128,10027,811226.601707317,1610128,10027,0,0,0,1749238.0,1749380
MultiDeviceSchedulerLocalRemoteRandom01/0/1,2,0,99,96.0,243,121.5,129,0,0,2,571791.3189514484,1249286,9676,571791.3189514484,1249286,9676,0,0,0,1487892.0,1488027
MultiDeviceSchedulerLocalRemoteRandom01/0/0,2,0,99,49.5,138,69.0,77,0,0,2,808079.3378752396,1623688,10131,808079.3378752396,1623688,10131,0,0,0,1749729.0,1749732
MultiDeviceSchedulerLocalRemoteRandom12/0/2,6,0,4,1.6666666666666667,66,11.0,19,0,0,6,15898.851347117794,41664,8752,15898.851347117794,41664,8752,0,0,0,228238.66666666666,254316
MultiDeviceSchedulerLocalRemoteRandom12/0/1,6,0,3,1.5,70,11.666666666666666,19,0,0,6,15274.52648547273,34745,8780,15274.52648547273,34745,8780,0,0,0,223010.83333333334,245361
MultiDeviceSchedulerLocalRemoteRandom12/0/0,6,0,3,1.5,62,10.333333333333334,17,0,0,6,12848.586739567623,30177,8664,12848.586739567623,30177,8664,0,0,0,234992.5,256798
Single_MultiDeviceSchedulerLocalRemoteRandom02/0/2,2,0,9,4.5,35,17.5,35,0,0,2,143465.6,314846,12859,143465.6,314846,12859,0,0,0,551057.0,551130
Single_MultiDeviceSchedulerLocalRemoteRandom02/0/1,2,0,9,4.5,49,24.5,49,0,0,2,202265.89795918367,440113,9995,202265.89795918367,440113,9995,0,0,0,673772.0,673887
Single_MultiDeviceSchedulerLocalRemoteRandom02/0/0,2,0,9,4.5,54,27.0,54,0,0,2,173469.4814814815,389268,9372,173469.4814814815,389268,9372,0,0,0,626431.0,626431
Single_MultiDeviceSchedulerLocalRemoteRoundRobin11/0/2,6,0,1,1.0,26,4.333333333333333,26,0,0,6,9233.846153846154,10351,8696,9233.846153846154,10351,8696,0,0,0,214777.66666666666,239625
Single_MultiDeviceSchedulerLocalRemoteRoundRobin11/0/1,6,0,1,1.0,18,3.0,18,0,0,6,9309.388888888889,10139,8766,9309.388888888889,10139,8766,0,0,0,192000.5,246490
Single_MultiDeviceSchedulerLocalRemoteRoundRobin11/0/0,6,0,1,1.0,19,3.1666666666666665,19,0,0,6,10237.894736842105,17614,8805,10237.894736842105,17614,8805,0,0,0,204663.5,247962
MultiDeviceSchedulerLocalRemoteRoundRobin06/0/2,4,0,9,9.0,173,43.25,52,0,0,4,171574.6109135121,419470,9601,171574.6109135121,419470,9601,0,0,0,629789.0,650194
MultiDeviceSchedulerLocalRemoteRoundRobin06/0/1,4,0,9,9.0,180,45.0,56,0,0,4,173797.72708631947,398918,9035,173797.72708631947,398918,9035,0,0,0,615311.5,625696
MultiDeviceSchedulerLocalRemoteRoundRobin06/0/0,4,0,9,9.0,160,40.0,49,0,0,4,104060.46758394566,241890,9483,104060.46758394566,241890,9483,0,0,0,442129.75,460988
SingleDeviceSchedulerCloud12/0/2,4,1,3,0.6,176,22.0,26,88,88,5,1644.968374958375,3538,918,1714.670695970696,3538,1230,1366.159090909091,3168,918,223852.0,229927
SingleDeviceSchedulerCloud12/0/1,4,1,2,0.4,174,21.75,27,87,87,5,1604.5673446067276,2931,782,1673.2178014480646,2931,1173,1329.9655172413793,2639,782,217475.2,223654
SingleDeviceSchedulerCloud12/0/0,4,1,2,0.4,154,19.25,20,77,77,5,1553.522887521835,3208,831,1619.2834795321637,3208,1095,1290.4805194805194,2932,831,221443.8,230935
SingleDeviceSchedulerCloud17/0/2,8,1,99,11.0,1930,120.625,133,965,965,9,377696.7145510949,752575,2204,377722.21397360874,752575,2583,377492.71917098446,752263,2204,983238.1111111111,990849
SingleDeviceSchedulerCloud17/0/1,8,1,99,11.0,1940,121.25,134,970,970,9,386253.16618863674,762555,1989,386310.2503642782,762555,2283,385796.4927835052,762317,1989,993556.2222222222,1001310
SingleDeviceSchedulerCloud17/0/0,8,1,99,11.0,1960,122.5,141,980,980,9,383263.3393201953,765882,2166,383251.46132705646,765882,2472,383358.3632653061,765506,2166,994530.2222222222,1004488
MultiDeviceSchedulerLocalRemoteRoundRobin05/0/2,4,0,99,94.5,447,111.75,118,0,0,4,709671.221112544,1512355,9909,709671.221112544,1512355,9909,0,0,0,1745583.5,1751493
MultiDeviceSchedulerLocalRemoteRoundRobin05/0/1,4,0,99,99.0,469,117.25,125,0,0,4,731082.3019565644,1512127,10623,731082.3019565644,1512127,10623,0,0,0,1741113.0,1754127
MultiDeviceSchedulerLocalRemoteRoundRobin05/0/0,4,0,99,97.0,482,120.5,137,0,0,4,626025.3748645873,1371227,9553,626025.3748645873,1371227,9553,0,0,0,1595923.25,1608684
MultiDeviceSchedulerLocalRemoteRandom15/0/2,8,0,9,6.0,205,25.625,32,0,0,8,78541.49131155302,394261,9014,78541.49131155302,394261,9014,0,0,0,552586.375,625424
MultiDeviceSchedulerLocalRemoteRandom15/0/1,8,0,9,5.125,174,21.75,30,0,0,8,45005.73177008177,178892,8856,45005.73177008177,178892,8856,0,0,0,351193.0,414721
MultiDeviceSchedulerLocalRemoteRandom15/0/0,8,0,9,6.75,209,26.125,33,0,0,8,62976.199684065934,274322,9183,62976.199684065934,274322,9183,0,0,0,445359.625,511940
Single_MultiDeviceSchedulerLocalRemoteRandom08/0/2,4,0,1,0.75,12,3.0,12,0,0,4,10535.166666666666,16409,8740,10535.166666666666,16409,8740,0,0,0,148858.25,217938
Single_MultiDeviceSchedulerLocalRemoteRandom08/0/1,4,0,1,0.75,13,3.25,13,0,0,4,9871.307692307691,16053,8654,9871.307692307691,16053,8654,0,0,0,193015.0,225401
Single_MultiDeviceSchedulerLocalRemoteRandom08/0/0,4,0,1,0.75,11,2.75,11,0,0,4,9852.90909090909,12977,8676,9852.90909090909,12977,8676,0,0,0,110995.0,225115
Single_MultiDeviceSchedulerLocalRemoteRandom01/0/2,2,0,9,4.5,110,55.0,110,0,0,2,606878.2181818181,1248766,9735,606878.2181818181,1248766,9735,0,0,0,1485784.0,1485890
Single_MultiDeviceSchedulerLocalRemoteRandom01/0/1,2,0,9,4.5,105,52.5,105,0,0,2,500371.73333333334,1058192,9827,500371.73333333334,1058192,9827,0,0,0,1294880.0,1294880
Single_MultiDeviceSchedulerLocalRemoteRandom01/0/0,2,0,9,4.5,107,53.5,107,0,0,2,538430.2056074766,1133602,10097,538430.2056074766,1133602,10097,0,0,0,1370438.5,1370533
Single_MultiDeviceSchedulerLocalRemoteRandom07/0/2,4,0,2,1.0,21,5.25,21,0,0,4,11905.809523809523,24934,8855,11905.809523809523,24934,8855,0,0,0,161373.25,202673
Single_MultiDeviceSchedulerLocalRemoteRandom07/0/1,4,0,3,1.25,20,5.0,20,0,0,4,13119.2,29596,8563,13119.2,29596,8563,0,0,0,184470.33333333334,227075
Single_MultiDeviceSchedulerLocalRemoteRandom07/0/0,4,0,1,0.75,19,4.75,19,0,0,4,9594.0,17676,8625,9594.0,17676,8625,0,0,0,213092.0,228976
SingleDeviceSchedulerCloud08/0/2,2,1,1,0.3333333333333333,42,10.5,14,21,21,3,1255.047619047619,2328,683,1379.7857142857142,2328,935,1005.5714285714286,2037,683,220686.66666666666,232968
SingleDeviceSchedulerCloud08/0/1,2,1,1,0.3333333333333333,40,10.0,11,20,20,3,1234.8134680134679,2486,759,1349.0202020202019,2486,1109,1006.4,2196,759,217791.0,231767
SingleDeviceSchedulerCloud08/0/0,2,1,1,0.3333333333333333,36,9.0,13,18,18,3,1219.25754985755,2234,648,1302.3307692307694,2234,894,1053.111111111111,1957,648,208106.66666666666,217942
MultiDeviceSchedulerLocalRemoteRoundRobin15/0/2,8,0,8,5.875,195,24.375,31,0,0,8,48344.11102351861,126903,9092,48344.11102351861,126903,9092,0,0,0,323797.625,355142
MultiDeviceSchedulerLocalRemoteRoundRobin15/0/1,8,0,7,4.25,183,22.875,29,0,0,8,36293.5274664751,110252,9246,36293.5274664751,110252,9246,0,0,0,306042.625,339750
MultiDeviceSchedulerLocalRemoteRoundRobin15/0/0,8,0,8,6.125,198,24.75,34,0,0,8,46672.60420257771,130845,8920,46672.60420257771,130845,8920,0,0,0,329839.375,369611
SingleDeviceSchedulerLocal02/0/2,1,0,9,9.0,42,42.0,42,0,0,1,177536.52380952382,331602,11981,177536.52380952382,331602,11981,0,0,0,563841.0,563841
SingleDeviceSchedulerLocal02/0/1,1,0,9,9.0,53,53.0,53,0,0,1,244561.6603773585,473057,12012,244561.6603773585,473057,12012,0,0,0,705226.0,705226
SingleDeviceSchedulerLocal02/0/0,1,0,9,9.0,43,43.0,43,0,0,1,129767.09302325582,277181,9600,129767.09302325582,277181,9600,0,0,0,506821.0,506821
MultiDeviceSchedulerLocalRemoteRoundRobin04/0/2,2,0,2,2.0,33,16.5,21,0,0,2,14645.952380952382,31187,9182,14645.952380952382,31187,9182,0,0,0,258135.5,263413
MultiDeviceSchedulerLocalRemoteRoundRobin04/0/1,2,0,1,1.0,33,16.5,19,0,0,2,11637.090225563908,19624,8911,11637.090225563908,19624,8911,0,0,0,255454.5,255542
MultiDeviceSchedulerLocalRemoteRoundRobin04/0/0,2,0,2,1.5,31,15.5,16,0,0,2,10424.083333333332,18625,8640,10424.083333333332,18625,8640,0,0,0,250070.0,251850
Single_MultiDeviceSchedulerLocalRemoteRandom15/0/2,8,0,1,0.875,33,4.125,33,0,0,8,9820.060606060606,18421,8659,9820.060606060606,18421,8659,0,0,0,169665.14285714287,213567
Single_MultiDeviceSchedulerLocalRemoteRandom15/0/1,8,0,1,0.75,23,2.875,23,0,0,8,9933.260869565218,16871,8748,9933.260869565218,16871,8748,0,0,0,148653.83333333334,215160
Single_MultiDeviceSchedulerLocalRemoteRandom15/0/0,8,0,1,0.875,26,3.25,26,0,0,8,10084.076923076924,17221,8674,10084.076923076924,17221,8674,0,0,0,154294.85714285713,213193
MultiDeviceSchedulerLocalRemoteRoundRobin09/0/2,6,0,99,97.0,701,116.83333333333333,127,0,0,6,679946.870908562,1520498,10055,679946.870908562,1520498,10055,0,0,0,1736193.3333333333,1749960
MultiDeviceSchedulerLocalRemoteRoundRobin09/0/1,6,0,96,79.16666666666667,679,113.16666666666667,125,0,0,6,643723.1188573529,1501387,10101,643723.1188573529,1501387,10101,0,0,0,1714494.8333333333,1748817
MultiDeviceSchedulerLocalRemoteRoundRobin09/0/0,6,0,96,93.0,702,117.0,125,0,0,6,570697.233707575,1332788,9763,570697.233707575,1332788,9763,0,0,0,1542621.5,1565549
SingleDeviceSchedulerCloud18/0/2,8,1,99,11.0,752,47.0,55,376,376,9,76376.34482761082,153341,1952,76336.13460659409,153341,2227,76698.02659574468,152998,1952,380321.6666666667,392583
SingleDeviceSchedulerCloud18/0/1,8,1,99,11.0,818,51.125,57,409,409,9,97063.35429693558,190506,1932,97103.02939089849,190506,2206,96745.95354523227,190121,1932,421308.8888888889,429829
SingleDeviceSchedulerCloud18/0/0,8,1,99,11.0,770,48.125,55,385,385,9,84514.75165496104,162758,2086,84539.5709365065,162758,2298,84316.1974025974,162478,2086,387724.8888888889,402416
SingleDeviceSchedulerCloud09/0/2,4,1,2,0.4,94,11.75,14,47,47,5,1426.1116210739615,2773,710,1497.0065476190475,2773,978,1142.531914893617,2564,710,201417.0,223457
SingleDeviceSchedulerCloud09/0/1,4,1,3,0.6,100,12.5,17,50,50,5,1588.3621595136888,4400,7,1662.3626993921112,4400,275,1292.36,4128,7,197235.0,218278
SingleDeviceSchedulerCloud09/0/0,4,1,2,0.4,108,13.5,18,54,54,5,1556.0134391534389,3228,813,1620.2297619047617,3228,1098,1299.148148148148,2816,813,199167.8,228054
Single_MultiDeviceSchedulerLocalRemoteRoundRobin12/0/2,6,0,1,1.0,11,1.8333333333333333,11,0,0,6,9599.636363636364,10252,8844,9599.636363636364,10252,8844,0,0,0,105350.5,225934
Single_MultiDeviceSchedulerLocalRemoteRoundRobin12/0/1,6,0,1,1.0,11,1.8333333333333333,11,0,0,6,9568.636363636364,10660,9004,9568.636363636364,10660,9004,0,0,0,149178.16666666666,235846
Single_MultiDeviceSchedulerLocalRemoteRoundRobin12/0/0,6,0,1,1.0,16,2.6666666666666665,16,0,0,6,9367.5625,10423,8693,9367.5625,10423,8693,0,0,0,154530.66666666666,239465
Single_EstimatedTimeScheduler18/0/2,8,0,3,2.0,60,7.5,60,0,0,8,16211.1,39112,8984,16211.1,39112,8984,0,0,0,143900.25,249468
Single_EstimatedTimeScheduler18/0/1,8,0,6,3.125,65,8.125,65,0,0,8,19756.707692307693,64425,9050,19756.707692307693,64425,9050,0,0,0,134167.5,260875
Single_EstimatedTimeScheduler18/0/0,8,0,4,1.875,49,6.125,49,0,0,8,15338.081632653062,44396,8984,15338.081632653062,44396,8984,0,0,0,122582.75,241945
Single_MultiDeviceSchedulerLocalRemoteRoundRobin15/0/2,8,0,1,1.0,32,4.0,32,0,0,8,9488.21875,11664,8722,9488.21875,11664,8722,0,0,0,195348.0,230021
Single_MultiDeviceSchedulerLocalRemoteRoundRobin15/0/1,8,0,1,1.0,24,3.0,24,0,0,8,9435.25,10656,8736,9435.25,10656,8736,0,0,0,161499.5,225731
Single_MultiDeviceSchedulerLocalRemoteRoundRobin15/0/0,8,0,1,1.0,25,3.125,25,0,0,8,9226.52,10350,8687,9226.52,10350,8687,0,0,0,150151.125,205468
MultiDeviceSchedulerLocalRemoteRandom08/0/2,4,0,3,2.0,52,13.0,15,0,0,4,14140.688344988346,29974,9053,14140.688344988346,29974,9053,0,0,0,205852.75,221933
MultiDeviceSchedulerLocalRemoteRandom08/0/1,4,0,6,4.25,59,14.75,18,0,0,4,29303.773237179485,61020,9055,29303.773237179485,61020,9055,0,0,0,241519.0,271039
MultiDeviceSchedulerLocalRemoteRandom08/0/0,4,0,5,2.75,53,13.25,17,0,0,4,20702.38382352941,68431,9023,20702.38382352941,68431,9023,0,0,0,248884.25,276116
EstimatedTimeScheduler06/0/2,2,0,9,9.0,94,47.0,47,0,0,2,170952.3404255319,371404,9856,170952.3404255319,371404,9856,0,0,0,596985.5,599404
EstimatedTimeScheduler06/0/1,2,0,9,9.0,107,53.5,55,0,0,2,204828.15192307692,415584,9562,204828.15192307692,415584,9562,0,0,0,643050.0,651303
EstimatedTimeScheduler06/0/0,2,0,9,9.0,95,47.5,49,0,0,2,156432.38198757765,346198,9150,156432.38198757765,346198,9150,0,0,0,560713.0,576798
MultiDeviceSchedulerLocalRemoteRandom14/0/0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_EstimatedTimeSchedulerCloud05/0/2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_EstimatedTimeSchedulerCloud05/0/1,2,1,9,7.333333333333333,209,58.5,117,92,92,3,8404.75478446674,128695,968,15224.324786324787,128695,1223,1585.1847826086957,4740,968,185514.66666666666,237514
Single_EstimatedTimeSchedulerCloud05/0/0,2,1,8,6.0,204,55.5,111,93,93,3,5042.196454519035,86287,884,8490.414414414414,86287,1160,1593.978494623656,4755,884,167211.33333333334,229219
SingleDeviceSchedulerCloud20/0/2,8,1,2,0.2222222222222222,198,12.375,16,99,99,9,1666.308676046176,3164,777,1704.2146847943723,3164,1117,1363.060606060606,2676,777,207670.55555555556,237891
SingleDeviceSchedulerCloud20/0/1,8,1,3,0.3333333333333333,182,11.375,15,91,91,9,1729.9083435083437,3601,746,1772.5919413919414,3601,1096,1388.4395604395604,3107,746,210647.88888888888,237687
SingleDeviceSchedulerCloud20/0/0,8,1,3,0.3333333333333333,184,11.5,16,92,92,9,1601.2893377154248,3545,769,1638.4083853646355,3545,1135,1304.3369565217392,3244,769,202060.55555555556,230644
EstimatedTimeScheduler07/0/2,2,0,4,3.5,44,22.0,25,0,0,2,20258.063157894736,47805,8724,20258.063157894736,47805,8724,0,0,0,275355.5,279706
EstimatedTimeScheduler07/0/1,2,0,5,4.5,52,26.0,31,0,0,2,23823.42089093702,54891,9014,23823.42089093702,54891,9014,0,0,0,285275.5,289778
EstimatedTimeScheduler07/0/0,2,0,4,4.0,37,18.5,23,0,0,2,18863.874223602485,42846,8825,18863.874223602485,42846,8825,0,0,0,255833.5,263902
EstimatedTimeScheduler16/0/2,6,0,4,2.3333333333333335,67,11.166666666666666,13,0,0,6,48206.21542346542,604193,8885,48206.21542346542,604193,8885,0,0,0,468327.6666666667,1098834
EstimatedTimeScheduler16/0/1,6,0,9,3.3333333333333335,61,10.166666666666666,15,0,0,6,27654.556099456095,426874,8991,27654.556099456095,426874,8991,0,0,0,449866.0,767369
EstimatedTimeScheduler16/0/0,6,0,6,2.5,72,12.0,14,0,0,6,20276.655952380952,233243,8817,20276.655952380952,233243,8817,0,0,0,493813.8333333333,1732510
Single_MultiDeviceSchedulerLocalRemoteRandom14/0/2,8,0,2,1.125,54,6.75,54,0,0,8,12335.166666666666,24866,8816,12335.166666666666,24866,8816,0,0,0,191326.0,248808
Single_MultiDeviceSchedulerLocalRemoteRandom14/0/1,8,0,2,1.0,49,6.125,49,0,0,8,10437.918367346938,20421,8702,10437.918367346938,20421,8702,0,0,0,210479.2857142857,243557
Single_MultiDeviceSchedulerLocalRemoteRandom14/0/0,8,0,2,1.0,48,6.0,48,0,0,8,10962.854166666666,23915,8816,10962.854166666666,23915,8816,0,0,0,178508.42857142858,251977
MultiDeviceSchedulerLocalRemoteRandom04/0/2,2,0,1,1.0,19,9.5,10,0,0,2,9539.716666666667,12017,8630,9539.716666666667,12017,8630,0,0,0,240553.0,240556
